text,category
When does my billing cycle start and end? for my account.,Billing
What are your customer support hours? — please advise?,General Inquiry
How do I change my plan without extra charges? — any quick fix?,Billing
I need to verify my account to sign in since this morning.,Account Access
Speed is very slow compared to my plan asap please.,Technical Issue
I want to cancel my subscription before renewal for my account.,Billing
Do you support international roaming?,General Inquiry
My invoice is incorrect for this month — any quick fix?,Billing
How do I update the router firmware? — please advise?,Technical Issue
How do I update my card details? for my account.,Billing
Is service available at my address in Adelaide? for my account.,General Inquiry
How do I change my plan without extra charges? this week.,Billing
Payment failed but the money was deducted asap please.,Billing
When does my billing cycle start and end? today.,Billing
My router keeps disconnecting every few minutes — please advise.,Technical Issue
My router keeps disconnecting every few minutes asap please.,Technical Issue
I'm not receiving the 2FA code,Account Access
I need to reactivate my account after the latest update?,Account Access
I need a tax invoice with ABN for my records thanks.,Billing
How do business accounts work for teams? thanks.,General Inquiry
Can I get a copy of last month's invoice? asap please.,Billing
I need to reactivate my account asap please.,Account Access
Do you have coverage in Perth? on my laptop and phone.,General Inquiry
How do I change my plan without extra charges? this week.,Billing
Do you have coverage in Brisbane? — please advise.,General Inquiry
Do you have coverage in Newcastle?,General Inquiry
is there an outage in brisbane? on my laptop and phone.,Technical Issue
What are the prices and data limits for each plan? for my account.,General Inquiry
Payment failed but the money was deducted for my account.,Billing
I need to reactivate my account this week.,Account Access
Internet is not working in my area after the latest update.,Technical Issue
Do you offer a student discount? — please advise.,General Inquiry
Is there a free trial I can test first? for my account.,General Inquiry
Do you have coverage in Brisbane? — please advise.,General Inquiry
Which features are included in the standard plan? asap please.,General Inquiry
i need to verify my account to sign in today.,Account Access
Why does my session keep expiring so fast? for my account.,Account Access
How do business accounts work for teams? on my laptop and phone?,General Inquiry
I need to reactivate my account — please advise.,Account Access
Please help me update my registered password after the latest update?,Account Access
How do I update my card details? since this morning.,Billing
My invoice is incorrect for this month today.,Billing
Which features are included in the standard plan? thanks.,General Inquiry
My phone number isn't working and I can't sign in on my laptop and phone.,Account Access
Pages won't load—could it be a DNS problem? after the latest update.,Technical Issue
Pages won't load—could it be a DNS problem? — any quick fix?,Technical Issue
When does my billing cycle start and end? — please advise.,Billing
Please issue a refund for the mistaken charge today.,Billing
I want to deactivate my account this week.,Account Access
